
1.0,197.999999999999999969,2.000000000000000031
2.0,195.999999999999999939,4.000000000000000061
3.0,193.999999999999999913,6.000000000000000087
4.0,191.999999999999999884,8.000000000000000116
5.0,189.999999999999999856,10.000000000000000144
6.0,187.999999999999999837,12.000000000000000163
7.0,185.999999999999999813,14.000000000000000187
8.0,183.999999999999999787,16.000000000000000213
9.0,181.999999999999999763,18.000000000000000237
10.0,179.999999999999999737,20.000000000000000263
11.0,177.999999999999999713,22.000000000000000287
12.0,175.999999999999999696,24.000000000000000304
13.0,173.999999999999999673,26.000000000000000327
14.0,171.999999999999999666,28.000000000000000334
15.0,169.999999999999999664,30.000000000000000336
16.0,167.999999999999999642,32.000000000000000358
17.0,165.999999999999999652,34.000000000000000348
18.0,163.999999999999999653,36.000000000000000347
19.0,161.999999999999999636,38.000000000000000364
20.0,159.999999999999999617,40.000000000000000383
21.0,157.9999999999999996,42.0000000000000004
22.0,155.999999999999999607,44.000000000000000393
23.0,153.999999999999999609,46.000000000000000391
24.0,151.999999999999999626,48.000000000000000374
25.0,149.999999999999999611,50.000000000000000389
26.0,147.999999999999999625,52.000000000000000375
27.0,145.999999999999999613,54.000000000000000387
28.0,143.999999999999999616,56.000000000000000384
29.0,141.999999999999999613,58.000000000000000387
30.0,139.999999999999999621,60.000000000000000379
31.0,137.999999999999999625,62.000000000000000375
32.0,135.999999999999999613,64.000000000000000387
33.0,133.999999999999999604,66.000000000000000396
34.0,131.999999999999999658,68.000000000000000342
35.0,129.999999999999999679,70.000000000000000321
36.0,127.999999999999999728,72.000000000000000272
37.0,125.999999999999999723,74.000000000000000277
38.0,123.999999999999999757,76.000000000000000243
39.0,121.999999999999999753,78.000000000000000247
40.0,119.999999999999999747,80.000000000000000253
41.0,117.999999999999999774,82.000000000000000226
42.0,115.999999999999999814,84.000000000000000186
43.0,113.999999999999999818,86.000000000000000182
44.0,111.999999999999999839,88.000000000000000161
45.0,109.999999999999999856,90.000000000000000144
46.0,107.999999999999999919,92.000000000000000081
47.0,105.999999999999999924,94.000000000000000076
48.0,103.999999999999999956,96.000000000000000044
49.0,102.0,98.0
50.0,100.0,100.0
51.0,98.0,102.0
52.0,96.078431372549019702,103.921568627450980298
53.0,94.230769230769230936,105.769230769230769064
54.0,92.452830188679245522,107.547169811320754478
55.0,90.740740740740741024,109.259259259259258976
56.0,89.090909090909091262,110.909090909090908738
57.0,87.50000000000000036,112.49999999999999964
58.0,85.964912280701754742,114.035087719298245258
59.0,84.482758620689655573,115.517241379310344427
60.0,83.050847457627119068,116.949152542372880932
61.0,81.666666666666667139,118.333333333333332861
62.0,80.327868852459016913,119.672131147540983087
63.0,79.032258064516129554,120.967741935483870446
64.0,77.777777777777778293,122.222222222222221707
65.0,76.562500000000000508,123.437499999999999492
66.0,75.384615384615385163,124.615384615384614837
67.0,74.242424242424243003,125.757575757575756997
68.0,73.13432835820895581,126.86567164179104419
69.0,72.058823529411765318,127.941176470588234682
70.0,71.014492753623189067,128.985507246376810933
71.0,70.000000000000000703,129.999999999999999297
72.0,69.014084507042254224,130.985915492957745776
73.0,68.055555555555556311,131.944444444444443689
74.0,67.123287671232877483,132.876712328767122517
75.0,66.216216216216217011,133.783783783783782989
76.0,65.33333333333333414,134.66666666666666586
77.0,64.473684210526316603,135.526315789473683397
78.0,63.636363636363637168,136.363636363636362832
79.0,62.82051282051282134,137.17948717948717866
80.0,62.025316455696203401,137.974683544303796599
81.0,61.250000000000000859,138.749999999999999141
82.0,60.49382716049382801,139.50617283950617199
83.0,59.756097560975610608,140.243902439024389392
84.0,59.036144578313253875,140.963855421686746125
85.0,58.333333333333334231,141.666666666666665769
86.0,57.647058823529412663,142.352941176470587337
87.0,56.976744186046512519,143.023255813953487481
88.0,56.321839080459771019,143.678160919540228981
89.0,55.681818181818182748,144.318181818181817252
90.0,55.056179775280899812,144.943820224719100188
91.0,54.444444444444445376,145.555555555555554624
92.0,53.846153846153847076,146.153846153846152924
